Project,ID,Size,SignatureTime,PrioritizationTime
cli,31,2145,4.97,3.17
cli,30,1645,33.14,2.28
cli,32,1121,2.51,0.88
cli,33,939,2.61,0.63
cli,34,2096,5.65,3.06
